男女,市区町村コード,町丁字コード,地域階層レベル,秘匿処理,秘匿先情報,合算地域,都道府県名,市区町村名,大字・町名,字・丁目名,総数,徒歩のみ,鉄道・電車,乗合バス,勤め先・学校のバス,自家用車,ハイヤー・タクシー,オートバイ,自転車,その他,利用交通手段「不詳」
女,14116,5200,2,,,,神奈川県,横浜市泉区,池の谷,,13,1,10,1,-,2,-,-,-,-,-
女,14116,5310,3,,,,神奈川県,横浜市泉区,緑園,,2522,271,1802,227,26,294,2,20,51,6,54
女,14116,531001,4,,,,神奈川県,横浜市泉区,緑園,一丁目,286,36,202,26,5,32,2,2,4,1,7
女,14116,531002,4,,,,神奈川県,横浜市泉区,緑園,二丁目,337,29,238,39,4,46,-,2,6,-,10
女,14116,531003,4,,,,神奈川県,横浜市泉区,緑園,三丁目,370,45,256,36,5,49,-,4,6,1,5
女,14116,531004,4,,,,神奈川県,横浜市泉区,緑園,四丁目,833,93,633,79,6,58,-,6,11,2,11
女,14116,531005,4,,,,神奈川県,横浜市泉区,緑園,五丁目,202,27,133,12,-,35,-,-,6,-,5
女,14116,531006,4,,,,神奈川県,横浜市泉区,緑園,六丁目,347,25,242,28,5,48,-,5,11,1,13
女,14116,531007,4,,,,神奈川県,横浜市泉区,緑園,七丁目,147,16,98,7,1,26,-,1,7,1,3
女,14116,5410,3,,,,神奈川県,横浜市泉区,白百合,,685,67,382,93,-,101,2,44,76,5,18
女,14116,541001,4,,,,神奈川県,横浜市泉区,白百合,一丁目,286,33,154,32,-,41,2,24,30,4,6
女,14116,541002,4,,,,神奈川県,横浜市泉区,白百合,二丁目,195,12,122,18,-,34,-,7,17,-,5
女,14116,541003,4,,,,神奈川県,横浜市泉区,白百合,三丁目,204,22,106,43,-,26,-,13,29,1,7
女,14116,5510,3,,,,神奈川県,横浜市泉区,西が岡,,625,115,308,146,4,108,1,13,54,3,11
女,14116,551001,4,,,,神奈川県,横浜市泉区,西が岡,一丁目,220,36,131,40,1,21,-,3,18,1,3
女,14116,551002,4,,,,神奈川県,横浜市泉区,西が岡,二丁目,179,20,94,44,2,37,1,4,21,2,3
女,14116,551003,4,,,,神奈川県,横浜市泉区,西が岡,三丁目,226,59,83,62,1,50,-,6,15,-,5
女,14116,5610,3,,,,神奈川県,横浜市泉区,領家,,727,89,357,356,6,138,-,27,67,1,6
女,14116,561001,4,,,,神奈川県,横浜市泉区,領家,一丁目,138,17,61,66,-,35,-,5,15,-,-
女,14116,561002,4,,,,神奈川県,横浜市泉区,領家,二丁目,183,25,80,99,1,37,-,7,10,-,1
女,14116,561003,4,,,,神奈川県,横浜市泉区,領家,三丁目,202,23,108,103,3,34,-,5,22,1,3
女,14116,561004,4,,,,神奈川県,横浜市泉区,領家,四丁目,204,24,108,88,2,32,-,10,20,-,2
女,14116,5700,2,,,,神奈川県,横浜市泉区,桂坂,,175,21,105,24,-,28,-,3,16,1,4
女,14116,5810,3,,,,神奈川県,横浜市泉区,中田東,,1831,174,1129,160,10,241,2,46,217,13,45
女,14116,581001,4,,,,神奈川県,横浜市泉区,中田東,一丁目,588,50,370,69,3,76,2,11,61,2,18
女,14116,581002,4,,,,神奈川県,横浜市泉区,中田東,二丁目,392,34,248,30,1,49,-,13,43,3,11
女,14116,581003,4,,,,神奈川県,横浜市泉区,中田東,三丁目,282,23,206,20,3,29,-,4,15,3,6
女,14116,581004,4,,,,神奈川県,横浜市泉区,中田東,四丁目,569,67,305,41,3,87,-,18,98,5,10
女,14116,5910,3,,,,神奈川県,横浜市泉区,中田北,,1077,110,592,73,12,148,3,37,178,13,23
女,14116,591001,4,,,,神奈川県,横浜市泉区,中田北,一丁目,409,34,267,32,3,43,-,7,47,1,5
女,14116,591002,4,,,,神奈川県,横浜市泉区,中田北,二丁目,238,31,141,12,3,25,2,5,29,5,5
女,14116,591003,4,,,,神奈川県,横浜市泉区,中田北,三丁目,430,45,184,29,6,80,1,25,102,7,13
女,14116,6010,3,,,,神奈川県,横浜市泉区,中田西,,1213,111,672,167,9,177,1,32,213,3,30
女,14116,601001,4,,,,神奈川県,横浜市泉区,中田西,一丁目,304,26,207,33,5,30,1,6,20,-,7
女,14116,601002,4,,,,神奈川県,横浜市泉区,中田西,二丁目,350,35,192,21,2,56,-,6,71,1,5
女,14116,601003,4,,,,神奈川県,横浜市泉区,中田西,三丁目,252,21,141,49,1,34,-,6,51,1,7
女,14116,601004,4,,,,神奈川県,横浜市泉区,中田西,四丁目,307,29,132,64,1,57,-,14,71,1,11
女,14116,6110,3,,,,神奈川県,横浜市泉区,中田南,,2010,190,1168,171,14,271,2,62,312,17,76
女,14116,611001,4,,,,神奈川県,横浜市泉区,中田南,一丁目,360,27,242,30,2,36,-,10,38,3,10
女,14116,611002,4,,,,神奈川県,横浜市泉区,中田南,二丁目,388,56,223,35,2,37,-,7,42,8,19
女,14116,611003,4,,,,神奈川県,横浜市泉区,中田南,三丁目,276,15,198,27,4,24,-,6,23,1,17
女,14116,611004,4,,,,神奈川県,横浜市泉区,中田南,四丁目,545,48,318,38,5,76,1,13,86,3,19
女,14116,611005,4,,,,神奈川県,横浜市泉区,中田南,五丁目,441,44,187,41,1,98,1,26,123,2,11
女,14117,-,1,,,,神奈川県,横浜市青葉区,,,55561,5953,34427,12905,325,7728,119,772,4407,283,1450
女,14117,680,3,,,,神奈川県,横浜市青葉区,桂台,,1105,87,606,472,3,226,2,16,141,5,22
女,14117,68001,4,,,,神奈川県,横浜市青葉区,桂台,一丁目,363,30,220,137,-,51,2,1,52,1,7
女,14117,68002,4,,,,神奈川県,横浜市青葉区,桂台,二丁目,742,57,386,335,3,175,-,15,89,4,15
女,14117,700,2,,,,神奈川県,横浜市青葉区,元石川町,,509,52,279,229,3,73,3,10,47,-,15
女,14117,710,3,,,,神奈川県,横浜市青葉区,美しが丘,,4555,575,3195,626,19,394,7,40,181,19,121
女,14117,71001,4,,,,神奈川県,横浜市青葉区,美しが丘,一丁目,939,112,717,60,3,48,1,5,16,5,25
女,14117,71002,4,,,,神奈川県,横浜市青葉区,美しが丘,二丁目,1256,164,931,97,6,88,3,4,22,1,30
女,14117,71003,4,,,,神奈川県,横浜市青葉区,美しが丘,三丁目,380,31,220,161,-,76,-,6,32,2,12
女,14117,71004,4,,,,神奈川県,横浜市青葉区,美しが丘,四丁目,964,108,613,208,6,125,3,14,77,7,35
女,14117,71005,4,,,,神奈川県,横浜市青葉区,美しが丘,五丁目,1016,160,714,100,4,57,-,11,34,4,19
女,14117,760,3,,,,神奈川県,横浜市青葉区,荏田町,,2149,239,1290,304,9,272,2,32,290,12,44
女,14117,76000,4,,,,神奈川県,横浜市青葉区,荏田町,,280,35,155,29,1,46,1,8,33,-,11
女,14117,76001,4,,,,神奈川県,横浜市青葉区,荏田町,,1030,124,595,146,2,140,1,12,144,8,20
女,14117,76002,4,,,,神奈川県,横浜市青葉区,荏田町,,839,80,540,129,6,86,-,12,113,4,13
女,14117,770,3,,,,神奈川県,横浜市青葉区,荏田北,,968,100,698,71,-,125,-,5,21,4,20
女,14117,77001,4,,,,神奈川県,横浜市青葉区,荏田北,一丁目,383,37,293,18,-,40,-,1,8,2,6
女,14117,77002,4,,,,神奈川県,横浜市青葉区,荏田北,二丁目,250,31,160,18,-,44,-,3,9,2,5
女,14117,77003,4,,,,神奈川県,横浜市青葉区,荏田北,三丁目,335,32,245,35,-,41,-,1,4,-,9
女,14117,800,3,,,,神奈川県,横浜市青葉区,荏田西,,2315,266,1449,234,8,297,9,11,199,13,96
女,14117,80001,4,,,,神奈川県,横浜市青葉区,荏田西,一丁目,503,60,354,42,1,34,1,2,28,4,17
女,14117,80002,4,,,,神奈川県,横浜市青葉区,荏田西,二丁目,753,93,491,46,3,90,2,2,68,1,21
女,14117,80003,4,,,,神奈川県,横浜市青葉区,荏田西,三丁目,522,67,312,45,3,80,2,4,49,1,13
女,14117,80004,4,,,,神奈川県,横浜市青葉区,荏田西,四丁目,294,18,163,49,1,46,2,2,24,3,41
女,14117,80005,4,,,,神奈川県,横浜市青葉区,荏田西,五丁目,243,28,129,52,-,47,2,1,30,4,4
女,14117,850,3,,,,神奈川県,横浜市青葉区,荏子田,,1232,68,670,635,5,245,1,17,120,9,35
女,14117,85001,4,,,,神奈川県,横浜市青葉区,荏子田,一丁目,200,6,110,90,-,45,1,7,26,2,4
女,14117,85002,4,,,,神奈川県,横浜市青葉区,荏子田,二丁目,668,37,356,351,5,136,-,7,62,5,19
女,14117,85003,4,,,,神奈川県,横浜市青葉区,荏子田,三丁目,364,25,204,194,-,64,-,3,32,2,12
女,14117,880,3,,,,神奈川県,横浜市青葉区,市ケ尾町,,3718,384,2471,699,28,407,6,35,237,20,87
女,14117,88001,4,,,,神奈川県,横浜市青葉区,市ケ尾町,,1541,139,1140,174,13,125,6,5,72,6,34
女,14117,88002,4,,,,神奈川県,横浜市青葉区,市ケ尾町,,1171,148,810,127,7,95,-,6,49,7,31
女,14117,88003,4,,,,神奈川県,横浜市青葉区,市ケ尾町,,1006,97,521,398,8,187,-,24,116,7,22
女,14117,890,2,,,,神奈川県,横浜市青葉区,下谷本町,,14,3,5,3,-,1,-,1,2,-,2
女,14117,900,3,,,,神奈川県,横浜市青葉区,藤が丘,,3241,447,2300,247,25,265,5,31,127,13,83
女,14117,90001,4,,,,神奈川県,横浜市青葉区,藤が丘,一丁目,1588,228,1087,121,12,152,2,16,83,5,38
女,14117,90002,4,,,,神奈川県,横浜市青葉区,藤が丘,二丁目,1653,219,1213,126,13,113,3,15,44,8,45
女,14117,920,2,,,,神奈川県,横浜市青葉区,梅が丘,,1003,116,535,273,7,165,3,19,92,4,27
女,14117,930,2,,,,神奈川県,横浜市青葉区,千草台,,1255,117,764,313,8,177,3,29,95,7,47
女,14117,940,2,,,,神奈川県,横浜市青葉区,つつじが丘,,970,126,672,107,3,72,-,9,35,6,27
女,14117,950,2,,,,神奈川県,横浜市青葉区,しらとり台,,1437,168,894,285,13,158,4,24,123,4,20
女,14117,960,2,,,,神奈川県,横浜市青葉区,恩田町,,478,48,249,86,3,100,-,24,54,5,23
女,14117,970,2,,,,神奈川県,横浜市青葉区,榎が丘,,1117,121,744,125,7,111,-,11,76,6,34
女,14117,980,2,,,,神奈川県,横浜市青葉区,松風台,,1066,122,658,190,3,165,1,8,118,6,15
女,14117,990,2,,,,神奈川県,横浜市青葉区,桜台,,1288,172,794,299,13,141,3,16,149,5,27
女,14117,1000,3,,,,神奈川県,横浜市青葉区,青葉台,,1637,207,1120,161,6,115,3,7,74,9,44
女,14117,100001,4,,,,神奈川県,横浜市青葉区,青葉台,一丁目,758,85,531,80,2,60,1,5,24,7,18
女,14117,100002,4,,,,神奈川県,横浜市青葉区,青葉台,二丁目,879,122,589,81,4,55,2,2,50,2,26
女,14117,1020,2,,,,神奈川県,横浜市青葉区,若草台,,533,46,297,225,9,89,2,5,68,5,18
女,14117,1030,2,,,,神奈川県,横浜市青葉区,田奈町,,960,85,705,64,9,102,-,11,53,9,12
女,14117,1040,3,,,,神奈川県,横浜市青葉区,奈良町,,1315,132,690,374,18,287,4,32,114,3,39
女,14117,104001,4,,,,神奈川県,横浜市青葉区,奈良町,,1209,123,634,356,13,266,4,28,107,3,38
女,14117,104002,4,,,,神奈川県,横浜市青葉区,奈良町,,106,9,56,18,5,21,-,4,7,-,1
女,14117,1050,2,,,,神奈川県,横浜市青葉区,緑山,,-,-,-,-,-,-,-,-,-,-,-
女,14117,1060,2,,,,神奈川県,横浜市青葉区,上谷本町,,12,2,6,5,1,1,-,1,2,-,-
女,14117,1070,2,,,,神奈川県,横浜市青葉区,もえぎ野,,641,101,428,56,6,54,1,3,32,1,15
女,14117,1080,2,,,,神奈川県,横浜市青葉区,柿の木台,,879,115,506,193,3,127,3,5,88,6,34
女,14117,1090,2,,,,神奈川県,横浜市青葉区,みたけ台,,836,101,442,332,3,135,4,22,102,3,15
女,14117,1100,2,,,,神奈川県,横浜市青葉区,成合町,,4,-,1,-,-,3,-,-,-,-,-
女,14117,1110,3,,,,神奈川県,横浜市青葉区,たちばな台,,1038,97,585,464,5,182,3,19,148,7,20
女,14117,111001,4,,,,神奈川県,横浜市青葉区,たちばな台,一丁目,521,59,283,221,3,92,1,9,70,1,9
女,14117,111002,4,,,,神奈川県,横浜市青葉区,たちばな台,二丁目,517,38,302,243,2,90,2,10,78,6,11
女,14117,1130,3,,,,神奈川県,横浜市青葉区,鴨志田町,,1361,137,612,629,9,314,4,38,157,8,35
女,14117,113001,4,,,,神奈川県,横浜市青葉区,鴨志田町,,839,85,375,402,5,190,3,21,97,2,19
女,14117,113002,4,,,,神奈川県,横浜市青葉区,鴨志田町,,522,52,237,227,4,124,1,17,60,6,16
女,14117,1140,2,,,,神奈川県,横浜市青葉区,寺家町,,48,3,17,13,-,14,-,7,5,1,4
女,14117,1150,2,,,,神奈川県,横浜市青葉区,鉄町,,423,31,184,172,3,117,-,15,50,3,15
女,14117,1170,2,,,,神奈川県,横浜市青葉区,大場町,,1566,134,880,639,5,340,5,25,153,7,42
女,14117,1180,2,,,,神奈川県,横浜市青葉区,さつきが丘,,669,64,382,216,6,99,4,9,70,6,20
女,14117,1190,2,,,,神奈川県,横浜市青葉区,もみの木台,,312,46,174,156,2,50,1,1,21,1,16
女,14117,1200,3,,,,神奈川県,横浜市青葉区,すすき野,,1566,191,859,915,7,186,6,45,109,7,50
女,14117,120001,4,,,,神奈川県,横浜市青葉区,すすき野,一丁目,431,45,254,248,2,58,1,9,27,2,15
女,14117,120002,4,,,,神奈川県,横浜市青葉区,すすき野,二丁目,492,95,241,268,1,50,3,16,35,2,16
女,14117,120003,4,,,,神奈川県,横浜市青葉区,すすき野,三丁目,643,51,364,399,4,78,2,20,47,3,19
女,14117,1230,3,,,,神奈川県,横浜市青葉区,あざみ野,,2934,272,2018,504,17,324,12,24,199,21,82
女,14117,123001,4,,,,神奈川県,横浜市青葉区,あざみ野,一丁目,853,87,636,75,5,60,1,3,33,10,17
女,14117,123002,4,,,,神奈川県,横浜市青葉区,あざみ野,二丁目,565,58,401,37,1,56,5,4,24,1,18
女,14117,123003,4,,,,神奈川県,横浜市青葉区,あざみ野,三丁目,776,61,502,213,7,108,3,7,78,5,26
女,14117,123004,4,,,,神奈川県,横浜市青葉区,あざみ野,四丁目,740,66,479,179,4,100,3,10,64,5,21
女,14117,1270,2,,,,神奈川県,横浜市青葉区,すみよし台,,766,45,387,305,3,178,-,29,72,3,33
女,14117,1280,3,,,,神奈川県,横浜市青葉区,新石川,,2960,356,2044,244,22,245,7,24,235,11,73
女,14117,128001,4,,,,神奈川県,横浜市青葉区,新石川,一丁目,824,88,584,65,7,60,3,4,49,3,28
女,14117,128002,4,,,,神奈川県,横浜市青葉区,新石川,二丁目,739,102,532,55,5,48,1,3,32,3,18
女,14117,128003,4,,,,神奈川県,横浜市青葉区,新石川,三丁目,597,61,442,34,3,46,2,4,40,2,13
女,14117,128004,4,,,,神奈川県,横浜市青葉区,新石川,四丁目,800,105,486,90,7,91,1,13,114,3,14
女,14117,1411,2,,,,神奈川県,横浜市青葉区,黒須田,,562,39,312,298,3,108,1,13,48,3,12
女,14117,1420,3,,,,神奈川県,横浜市青葉区,あかね台,,969,57,585,176,8,245,1,28,94,6,16
女,14117,142001,4,,,,神奈川県,横浜市青葉区,あかね台,一丁目,515,24,321,70,6,122,-,14,51,2,8
女,14117,142002,4,,,,神奈川県,横浜市青葉区,あかね台,二丁目,454,33,264,106,2,123,1,14,43,4,8
女,14117,1440,3,,,,神奈川県,横浜市青葉区,美しが丘西,,1928,146,1036,1093,5,405,3,25,137,11,51
女,14117,144001,4,,,,神奈川県,横浜市青葉区,美しが丘西,一丁目,374,27,204,209,-,84,2,1,34,1,8
女,14117,144002,4,,,,神奈川県,横浜市青葉区,美しが丘西,二丁目,737,53,388,404,4,168,-,13,49,4,22
女,14117,144003,4,,,,神奈川県,横浜市青葉区,美しが丘西,三丁目,817,66,444,480,1,153,1,11,54,6,21
女,14117,1470,3,,,,神奈川県,横浜市青葉区,あざみ野南,,985,97,661,74,3,151,1,2,66,6,20
女,14117,147001,4,,,,神奈川県,横浜市青葉区,あざみ野南,一丁目,352,43,241,17,1,38,-,-,30,2,4
女,14117,147002,4,,,,神奈川県,横浜市青葉区,あざみ野南,二丁目,291,30,204,13,-,35,-,2,13,2,8
女,14117,147003,4,,,,神奈川県,横浜市青葉区,あざみ野南,三丁目,146,10,93,12,2,34,-,-,8,1,4
女,14117,147004,4,,,,神奈川県,横浜市青葉区,あざみ野南,四丁目,196,14,123,32,-,44,1,-,15,1,4
女,14117,1480,2,,,,神奈川県,横浜市青葉区,みすずが丘,,191,16,122,64,-,30,-,1,21,-,7
女,14117,1490,3,,,,神奈川県,横浜市青葉区,奈良,,2046,222,1101,335,15,433,5,43,182,8,32
女,14117,149001,4,,,,神奈川県,横浜市青葉区,奈良,一丁目,104,15,53,9,1,27,-,-,3,-,-
女,14117,149002,4,,,,神奈川県,横浜市青葉区,奈良,二丁目,319,24,159,50,2,83,-,8,36,1,9
女,14117,149003,4,,,,神奈川県,横浜市青葉区,奈良,三丁目,620,75,311,171,3,136,-,14,61,2,4
女,14117,149004,4,,,,神奈川県,横浜市青葉区,奈良,四丁目,563,70,335,48,4,97,5,9,36,1,13
女,14117,149005,4,,,,神奈川県,横浜市青葉区,奈良,五丁目,440,38,243,57,5,90,-,12,46,4,6
女,14118,-,1,,,,神奈川県,横浜市都筑区,,,39601,5048,21232,5609,179,6216,88,604,5855,264,963
女,14118,10,3,,,,神奈川県,横浜市都筑区,池辺町,,1922,413,645,333,13,374,-,51,343,16,47
女,14118,1001,4,,,,神奈川県,横浜市都筑区,池辺町,,471,69,130,94,1,138,-,25,95,9,17
女,14118,1002,4,,,,神奈川県,横浜市都筑区,池辺町,,1451,344,515,239,12,236,-,26,248,7,30
女,14118,20,2,,,,神奈川県,横浜市都筑区,牛久保町,,79,8,43,9,-,14,-,2,13,1,2
女,14118,30,3,,,,神奈川県,横浜市都筑区,牛久保,,891,96,451,175,3,160,2,15,170,9,22
女,14118,3001,4,,,,神奈川県,横浜市都筑区,牛久保,一丁目,278,23,149,55,1,51,1,3,53,2,13
女,14118,3002,4,,,,神奈川県,横浜市都筑区,牛久保,二丁目,314,35,161,53,2,48,-,4,66,5,4
女,14118,3003,4,,,,神奈川県,横浜市都筑区,牛久保,三丁目,299,38,141,67,-,61,1,8,51,2,5
女,14118,40,3,,,,神奈川県,横浜市都筑区,牛久保西,,810,120,481,46,3,82,3,7,94,6,47
女,14118,4001,4,,,,神奈川県,横浜市都筑区,牛久保西,一丁目,203,35,123,14,1,23,-,1,18,1,7
女,14118,4002,4,,,,神奈川県,横浜市都筑区,牛久保西,二丁目,414,63,242,21,1,30,2,3,55,2,31
女,14118,4003,4,,,,神奈川県,横浜市都筑区,牛久保西,三丁目,80,10,38,5,-,13,1,3,12,1,5
女,14118,4004,4,,,,神奈川県,横浜市都筑区,牛久保西,四丁目,113,12,78,6,1,16,-,-,9,2,4
女,14118,50,3,,,,神奈川県,横浜市都筑区,牛久保東,,880,105,524,69,6,119,2,2,147,4,16
女,14118,5001,4,,,,神奈川県,横浜市都筑区,牛久保東,一丁目,412,60,264,23,4,47,-,-,47,4,7
女,14118,5002,4,,,,神奈川県,横浜市都筑区,牛久保東,二丁目,406,41,232,35,1,60,1,-,81,-,7
女,14118,5003,4,,,,神奈川県,横浜市都筑区,牛久保東,三丁目,62,4,28,11,1,12,1,2,19,-,2
女,14118,70,2,,,,神奈川県,横浜市都筑区,荏田東町,,32,-,15,5,-,7,-,-,6,-,3
女,14118,80,3,,,,神奈川県,横浜市都筑区,荏田東,,1535,245,739,202,10,219,9,14,320,10,43
女,14118,8001,4,,,,神奈川県,横浜市都筑区,荏田東,一丁目,309,47,175,24,2,42,2,2,39,3,6
女,14118,8002,4,,,,神奈川県,横浜市都筑区,荏田東,二丁目,318,56,149,26,3,43,2,1,69,2,8
女,14118,8003,4,,,,神奈川県,横浜市都筑区,荏田東,三丁目,422,52,198,107,1,63,4,5,108,1,10
女,14118,8004,4,,,,神奈川県,横浜市都筑区,荏田東,四丁目,486,90,217,45,4,71,1,6,104,4,19
女,14118,90,2,,,,神奈川県,横浜市都筑区,荏田南町,,34,6,12,8,1,7,-,1,9,-,1
女,14118,100,3,,,,神奈川県,横浜市都筑区,荏田南,,1812,214,824,440,5,362,6,39,402,17,36
女,14118,10001,4,,,,神奈川県,横浜市都筑区,荏田南,一丁目,426,43,225,58,1,79,1,3,84,3,11
女,14118,10002,4,,,,神奈川県,横浜市都筑区,荏田南,二丁目,239,34,95,64,1,57,1,3,51,1,2
女,14118,10003,4,,,,神奈川県,横浜市都筑区,荏田南,三丁目,325,39,133,77,1,77,1,14,63,3,8
女,14118,10004,4,,,,神奈川県,横浜市都筑区,荏田南,四丁目,360,45,169,95,1,66,1,14,73,4,6
女,14118,10005,4,,,,神奈川県,横浜市都筑区,荏田南,五丁目,462,53,202,146,1,83,2,5,131,6,9
女,14118,110,2,,,,神奈川県,横浜市都筑区,大熊町,,395,48,139,116,1,97,-,8,80,1,10
女,14118,120,2,,,,神奈川県,横浜市都筑区,大棚町,,249,43,81,33,2,65,-,5,51,2,11
女,14118,130,2,,,,神奈川県,横浜市都筑区,大丸,,947,122,546,114,7,104,2,8,158,2,15
女,14118,140,2,,,,神奈川県,横浜市都筑区,折本町,,308,45,112,83,1,79,-,6,53,1,10
女,14118,150,3,,,,神奈川県,横浜市都筑区,加賀原,,999,96,374,393,2,252,1,21,140,5,29
女,14118,15001,4,,,,神奈川県,横浜市都筑区,加賀原,一丁目,718,66,284,297,2,171,1,20,88,4,19
女,14118,15002,4,,,,神奈川県,横浜市都筑区,加賀原,二丁目,281,30,90,96,-,81,-,1,52,1,10
女,14118,160,2,,,,神奈川県,横浜市都筑区,勝田町,,612,74,249,113,3,109,2,25,104,11,33
女,14118,170,3,,,,神奈川県,横浜市都筑区,勝田南,,482,55,273,31,-,89,1,5,60,3,12
女,14118,17001,4,,,,神奈川県,横浜市都筑区,勝田南,一丁目,208,24,118,11,-,47,-,2,21,-,5
女,14118,17002,4,,,,神奈川県,横浜市都筑区,勝田南,二丁目,274,31,155,20,-,42,1,3,39,3,7
女,14118,180,2,,,,神奈川県,横浜市都筑区,川向町,,185,34,49,47,1,43,-,5,42,5,4
女,14118,190,2,,,,神奈川県,横浜市都筑区,川和台,,394,26,200,83,2,108,1,5,41,2,7
女,14118,200,3,,,,神奈川県,横浜市都筑区,川和町,,1746,157,856,378,8,389,1,53,246,8,40
女,14118,20001,4,,,,神奈川県,横浜市都筑区,川和町,,941,65,432,206,4,236,-,32,159,5,31
女,14118,20002,4,,,,神奈川県,横浜市都筑区,川和町,,805,92,424,172,4,153,1,21,87,3,9
女,14118,220,3,,,,神奈川県,横浜市都筑区,北山田,,3318,302,2122,382,26,454,8,40,356,12,61
女,14118,22001,4,,,,神奈川県,横浜市都筑区,北山田,一丁目,303,32,216,27,-,26,-,2,26,1,1
女,14118,22002,4,,,,神奈川県,横浜市都筑区,北山田,二丁目,688,57,515,54,7,57,2,3,56,2,5
女,14118,22003,4,,,,神奈川県,横浜市都筑区,北山田,三丁目,401,42,268,36,4,34,1,-,42,4,11
女,14118,22004,4,,,,神奈川県,横浜市都筑区,北山田,四丁目,226,29,119,35,1,47,-,3,24,1,10
女,14118,22005,4,,,,神奈川県,横浜市都筑区,北山田,五丁目,686,54,422,112,6,98,1,6,86,2,9
女,14118,22006,4,,,,神奈川県,横浜市都筑区,北山田,六丁目,546,45,274,87,5,125,4,17,79,-,19
女,14118,22007,4,,,,神奈川県,横浜市都筑区,北山田,七丁目,468,43,308,31,3,67,-,9,43,2,6
女,14118,230,2,,,,神奈川県,横浜市都筑区,葛が谷,,376,40,249,37,1,38,-,3,33,3,8
女,14118,240,2,,,,神奈川県,横浜市都筑区,佐江戸町,,1049,192,367,201,5,189,1,22,222,7,28
女,14118,250,2,,,,神奈川県,横浜市都筑区,桜並木,,313,20,173,41,2,56,2,3,69,4,7
女,14118,260,2,,,,神奈川県,横浜市都筑区,新栄町,,287,37,155,27,-,41,-,1,50,3,8
女,14118,270,2,,,,神奈川県,横浜市都筑区,すみれが丘,,697,72,345,259,-,116,3,15,129,7,26
女,14118,280,2,,,,神奈川県,横浜市都筑区,高山,,696,78,438,37,3,82,1,6,89,2,17
女,14118,291,2,,,,神奈川県,横浜市都筑区,茅ケ崎町,,6,-,2,2,-,2,-,-,2,-,-
女,14118,300,2,,,,神奈川県,横浜市都筑区,茅ケ崎中央,,1206,254,790,76,6,70,2,2,62,14,27
女,14118,310,3,,,,神奈川県,横浜市都筑区,茅ケ崎東,,1331,192,717,66,5,177,6,9,246,8,31
女,14118,31001,4,,,,神奈川県,横浜市都筑区,茅ケ崎東,一丁目,593,77,297,24,1,96,2,-,135,4,15
女,14118,31002,4,,,,神奈川県,横浜市都筑区,茅ケ崎東,二丁目,204,30,99,10,-,26,-,4,43,2,6
女,14118,31003,4,,,,神奈川県,横浜市都筑区,茅ケ崎東,三丁目,403,65,260,25,4,32,4,-,41,2,7
女,14118,31004,4,,,,神奈川県,横浜市都筑区,茅ケ崎東,四丁目,57,10,32,3,-,8,-,1,6,-,1
女,14118,31005,4,,,,神奈川県,横浜市都筑区,茅ケ崎東,五丁目,74,10,29,4,-,15,-,4,21,-,2
女,14118,320,3,,,,神奈川県,横浜市都筑区,茅ケ崎南,,2446,389,1335,151,8,322,6,11,413,14,54
女,14118,32001,4,,,,神奈川県,横浜市都筑区,茅ケ崎南,一丁目,461,50,258,28,1,67,2,3,92,2,10
女,14118,32002,4,,,,神奈川県,横浜市都筑区,茅ケ崎南,二丁目,578,91,331,35,1,67,4,-,98,2,12
女,14118,32003,4,,,,神奈川県,横浜市都筑区,茅ケ崎南,三丁目,393,64,202,29,1,65,-,5,71,4,5
女,14118,32004,4,,,,神奈川県,横浜市都筑区,茅ケ崎南,四丁目,614,118,349,36,3,71,-,-,81,4,12
女,14118,32005,4,,,,神奈川県,横浜市都筑区,茅ケ崎南,五丁目,400,66,195,23,2,52,-,3,71,2,15
女,14118,340,3,,,,神奈川県,横浜市都筑区,中川,,2809,401,1857,163,12,284,7,18,236,9,63
女,14118,34001,4,,,,神奈川県,横浜市都筑区,中川,一丁目,822,112,626,51,5,50,2,2,39,5,8
女,14118,34002,4,,,,神奈川県,横浜市都筑区,中川,二丁目,349,34,244,43,2,36,1,3,18,-,14
女,14118,34003,4,,,,神奈川県,横浜市都筑区,中川,三丁目,318,39,188,16,2,52,2,5,39,-,7
女,14118,34004,4,,,,神奈川県,横浜市都筑区,中川,四丁目,159,23,94,7,-,18,-,4,20,-,4
女,14118,34005,4,,,,神奈川県,横浜市都筑区,中川,五丁目,245,30,131,14,-,46,-,2,38,1,3
女,14118,34006,4,,,,神奈川県,横浜市都筑区,中川,六丁目,711,118,468,25,2,56,2,-,59,2,21
女,14118,34007,4,,,,神奈川県,横浜市都筑区,中川,七丁目,149,30,82,5,1,17,-,2,17,-,5
女,14118,34008,4,,,,神奈川県,横浜市都筑区,中川,八丁目,56,15,24,2,-,9,-,-,6,1,1
女,14118,350,3,,,,神奈川県,横浜市都筑区,中川中央,,833,129,595,61,7,39,2,3,37,4,22
女,14118,35001,4,,,,神奈川県,横浜市都筑区,中川中央,一丁目,833,129,595,61,7,39,2,3,37,4,22
女,14118,35002,4,,,,神奈川県,横浜市都筑区,中川中央,二丁目,-,-,-,-,-,-,-,-,-,-,-
女,14118,360,2,,,,神奈川県,横浜市都筑区,長坂,,318,50,146,38,2,51,-,5,72,-,7
女,14118,370,3,,,,神奈川県,横浜市都筑区,仲町台,,1827,199,1237,117,8,209,5,18,151,6,38
